move_id,item_code,qty
27,WASHER,1
27,DRYER,1
27,DISHWASHER,1
27,TV_60,1
27,MIRROR_L,1
27,LAMP,5
27,RUG,2
28,BOX_S,22
28,BOX_M,46
28,BOX_L,14
28,BOX_WARD,4
28,MATTRESS,2
28,BED_FRAME,2
28,BOX_SPRING,1
28,DRESSER,2
28,NIGHTSTAND,3
28,COFFEE_TBL,1
28,END_TBL,2
28,SOFA_3S,1
28,BOOKCASE,3
28,FRIDGE,1
28,WASHER,1
28,DRYER,1
28,TV_60,3
28,TV_75,1
28,MIRROR_L,1
28,LAMP,4
28,RUG,1
28,SAFE_SM,1
29,BOX_S,43
29,BOX_M,103
29,BOX_L,34
29,BOX_WARD,9
29,MATTRESS,3
29,BED_FRAME,3
29,BOX_SPRING,2
29,DRESSER,4
29,NIGHTSTAND,7
29,COFFEE_TBL,1
29,END_TBL,2
29,SOFA_3S,1
29,SOFA_2S,1
29,BOOKCASE,1
29,DESK,1
29,OFFICE_CHAIR,1
29,FILE_CAB,1
29,FRIDGE,1
29,WASHER,1
29,DRYER,1
29,DISHWASHER,1
29,TV_60,1
29,TV_40,1
29,MIRROR_L,1
29,LAMP,3
29,RUG,2
30,BOX_S,26
30,BOX_M,34
30,BOX_L,23
30,BOX_WARD,4
30,MATTRESS,2
30,BED_FRAME,2
30,BOX_SPRING,1
30,DRESSER,2
30,NIGHTSTAND,4
30,COFFEE_TBL,1
30,END_TBL,3
30,SOFA_3S,1
30,DINING_TBL,1
30,DINING_CHAIR,6
30,BOOKCASE,1
30,DESK,1
30,OFFICE_CHAIR,1
30,FRIDGE,1
30,TV_40,3
30,MIRROR_L,1
30,ART_L,1
30,LAMP,4
30,RUG,2
30,SAFE_SM,1
31,BOX_S,26
31,BOX_M,51
31,BOX_L,26
31,BOX_WARD,6
31,MATTRESS,2
31,BED_FRAME,2
31,DRESSER,2
31,NIGHTSTAND,4
31,COFFEE_TBL,1
31,END_TBL,2
31,SOFA_3S,1
31,SOFA_2S,1
31,SECTIONAL,1
31,BOOKCASE,1
31,FRIDGE,1
31,TV_60,2
31,MIRROR_L,1
31,LAMP,3
31,RUG,2
32,BOX_S,35
32,BOX_M,46
32,BOX_L,19
32,BOX_WARD,4
32,MATTRESS,2
32,BED_FRAME,2
32,DRESSER,3
32,NIGHTSTAND,3
32,COFFEE_TBL,1
32,END_TBL,2
32,SOFA_3S,1
32,SOFA_2S,1
32,BOOKCASE,2
32,DESK,1
32,OFFICE_CHAIR,2
32,FRIDGE,1
32,WASHER,1
32,DRYER,1
32,DISHWASHER,1
32,TV_40,1
32,TV_75,1
32,ART_L,2
32,LAMP,3
32,RUG,1
33,BOX_S,50
33,BOX_M,115
33,BOX_L,52
33,BOX_WARD,9
33,MATTRESS,3
33,BED_FRAME,3
33,BOX_SPRING,2
33,DRESSER,3
33,NIGHTSTAND,7
33,COFFEE_TBL,1
33,END_TBL,2
33,SOFA_3S,1
33,BOOKCASE,2
33,DESK,1
33,OFFICE_CHAIR,1
33,FRIDGE,1
33,DISHWASHER,1
33,TV_40,2
33,TV_60,1
33,LAMP,6
33,RUG,2
33,TREADMILL,1
34,BOX_S,25
34,BOX_M,51
34,BOX_L,18
34,BOX_WARD,1
34,MATTRESS,2
34,BED_FRAME,2
34,BOX_SPRING,2
34,DRESSER,2
34,NIGHTSTAND,4
34,COFFEE_TBL,1
34,END_TBL,3
34,SOFA_3S,1
34,DINING_TBL,1
34,DINING_CHAIR,5
34,BOOKCASE,1
34,DESK,1
34,OFFICE_CHAIR,1
34,FRIDGE,1
34,WASHER,1
34,DRYER,1
34,DISHWASHER,1
34,TV_60,3
34,TV_40,1
34,MIRROR_L,1
34,LAMP,3
34,RUG,3
35,BOX_S,32
35,BOX_M,62
35,BOX_L,30
35,BOX_WARD,10
35,MATTRESS,3
35,BED_FRAME,3
35,BOX_SPRING,3
35,DRESSER,3
35,NIGHTSTAND,5
35,COFFEE_TBL,1
35,END_TBL,3
35,SOFA_3S,1
35,SOFA_2S,1
35,DINING_TBL,1
35,DINING_CHAIR,6
35,DESK,1
35,OFFICE_CHAIR,1
35,FILE_CAB,1
35,FRIDGE,1
35,WASHER,1
35,DRYER,1
35,TV_60,2
35,LAMP,3
35,RUG,1
36,BOX_S,27
36,BOX_M,42
36,BOX_L,29
36,BOX_WARD,5
36,MATTRESS,2
36,BED_FRAME,2
36,BOX_SPRING,1
36,DRESSER,3
36,NIGHTSTAND,5
36,COFFEE_TBL,1
36,END_TBL,2
36,SOFA_3S,1
36,DINING_TBL,1
36,DINING_CHAIR,6
36,BOOKCASE,2
36,FRIDGE,1
36,WASHER,1
36,DRYER,1
36,TV_60,2
36,TV_75,1
36,TV_40,1
36,LAMP,4
36,RUG,5
37,BOX_S,19
37,BOX_M,24
37,BOX_L,16
37,BOX_WARD,3
37,MATTRESS,1
37,BED_FRAME,1
37,BOX_SPRING,1
37,DRESSER,1
37,NIGHTSTAND,2
37,END_TBL,1
37,SOFA_3S,1
37,SOFA_2S,1
37,BOOKCASE,2
37,FILE_CAB,1
37,FRIDGE,1
37,WASHER,1
37,DRYER,1
37,DISHWASHER,1
37,TV_40,1
37,TV_60,1
37,LAMP,5
37,RUG,4
38,BOX_S,13
38,BOX_M,18
38,BOX_L,11
38,BOX_WARD,1
38,MATTRESS,1
38,BED_FRAME,1
38,DRESSER,1
38,NIGHTSTAND,1
38,COFFEE_TBL,1
38,END_TBL,2
38,SOFA_3S,1
38,BOOKCASE,1
38,FRIDGE,1
38,TV_40,1
38,TV_60,1
38,LAMP,3
38,RUG,1
38,SAFE_SM,1
39,BOX_S,44
39,BOX_M,98
39,BOX_L,47
39,BOX_WARD,9
39,MATTRESS,3
39,BED_FRAME,3
39,BOX_SPRING,3
39,DRESSER,3
39,NIGHTSTAND,5
39,COFFEE_TBL,1
39,END_TBL,2
39,SOFA_3S,1
39,BOOKCASE,1
39,DESK,1
39,OFFICE_CHAIR,1
39,FRIDGE,1
39,WASHER,1
39,DRYER,1
39,DISHWASHER,1
39,TV_40,1
39,TV_60,1
39,LAMP,3
39,RUG,1
40,BOX_S,19
40,BOX_M,31
40,BOX_L,18
40,BOX_WARD,5
40,MATTRESS,1
40,BED_FRAME,1
40,BOX_SPRING,1
40,DRESSER,2
40,NIGHTSTAND,3
40,COFFEE_TBL,1
40,END_TBL,2
40,SOFA_3S,1
40,BOOKCASE,2
40,DESK,1
40,OFFICE_CHAIR,1
40,FILE_CAB,1
40,FRIDGE,1
40,TV_40,2
40,TV_60,1
40,ART_L,2
40,LAMP,3
40,RUG,2
41,BOX_S,28
41,BOX_M,19
41,BOX_L,18
41,BOX_WARD,3
41,MATTRESS,2
41,BED_FRAME,2
41,BOX_SPRING,1
41,DRESSER,2
41,NIGHTSTAND,5
41,COFFEE_TBL,1
41,END_TBL,2
41,SOFA_3S,1
41,SOFA_2S,1
41,DINING_TBL,1
41,DINING_CHAIR,5
41,BAR_STOOL,4
41,BOOKCASE,1
41,FRIDGE,1
41,WASHER,1
41,DRYER,1
41,DISHWASHER,1
41,TV_40,2
41,TV_60,2
41,ART_L,4
41,LAMP,4
41,RUG,1
41,TREADMILL,1
42,BOX_S,41
42,BOX_M,105
42,BOX_L,37
42,BOX_WARD,6
42,MATTRESS,4
42,BED_FRAME,4
42,BOX_SPRING,4
42,DRESSER,5
42,NIGHTSTAND,8
42,COFFEE_TBL,1
42,END_TBL,3
42,SOFA_3S,1
42,SOFA_2S,1
42,BOOKCASE,3
42,DESK,1
42,OFFICE_CHAIR,1
42,FILE_CAB,1
42,FRIDGE,1
42,TV_40,1
42,TV_60,1
42,LAMP,6
42,RUG,5
43,BOX_S,22
43,BOX_M,55
43,BOX_L,48
43,BOX_WARD,7
43,MATTRESS,2
43,BED_FRAME,2
43,BOX_SPRING,1
43,DRESSER,2
43,NIGHTSTAND,5
43,COFFEE_TBL,1
43,END_TBL,2
43,SOFA_3S,1
43,SECTIONAL,1
43,DINING_TBL,1
43,DINING_CHAIR,6
43,BOOKCASE,2
43,FRIDGE,1
43,WASHER,1
43,DRYER,1
43,DISHWASHER,1
43,TV_40,2
43,MIRROR_L,1
43,LAMP,8
43,RUG,5
44,BOX_S,24
44,BOX_M,33
44,BOX_L,25
44,BOX_WARD,9
44,MATTRESS,1
44,BED_FRAME,1
44,DRESSER,2
44,NIGHTSTAND,3
44,COFFEE_TBL,1
44,END_TBL,3
44,SOFA_3S,1
44,SOFA_2S,1
44,BOOKCASE,1
44,FRIDGE,1
44,WASHER,1
44,DRYER,1
44,DISHWASHER,1
44,TV_60,1
44,TV_40,1
44,ART_L,3
44,LAMP,6
44,RUG,3
45,BOX_S,39
45,BOX_M,73
45,BOX_L,29
45,BOX_WARD,7
45,MATTRESS,3
45,BED_FRAME,3
45,BOX_SPRING,2
45,DRESSER,3
45,NIGHTSTAND,5
45,COFFEE_TBL,1
45,END_TBL,2
45,SOFA_3S,1
45,SOFA_2S,1
45,DESK,1
45,OFFICE_CHAIR,1
45,FILE_CAB,1
45,FRIDGE,1
45,WASHER,1
45,DRYER,1
45,DISHWASHER,1
45,TV_40,2
45,ART_L,2
45,LAMP,5
45,RUG,3
46,BOX_S,15
46,BOX_M,33
46,BOX_L,19
46,BOX_WARD,1
46,MATTRESS,1
46,BED_FRAME,1
46,BOX_SPRING,1
46,DRESSER,1
46,NIGHTSTAND,2
46,COFFEE_TBL,1
46,END_TBL,3
46,SOFA_3S,1
46,SOFA_2S,1
46,BOOKCASE,1
46,OFFICE_CHAIR,1
46,FRIDGE,1
46,TV_40,2
46,TV_75,1
46,MIRROR_L,1
46,LAMP,4
46,RUG,4
46,SAFE_SM,1
47,BOX_S,48
47,BOX_M,104
47,BOX_L,52
47,BOX_WARD,10
47,MATTRESS,3
47,BED_FRAME,3
47,BOX_SPRING,3
47,DRESSER,4
47,NIGHTSTAND,6
47,COFFEE_TBL,1
47,END_TBL,2
47,SOFA_3S,1
47,SOFA_2S,1
47,DINING_TBL,1
47,DINING_CHAIR,6
47,BOOKCASE,1
47,DESK,1
47,FRIDGE,1
47,WASHER,1
47,DRYER,1
47,DISHWASHER,1
47,TV_75,1
47,TV_60,1
47,MIRROR_L,1
47,LAMP,5
47,RUG,4
48,BOX_S,34
48,BOX_M,57
48,BOX_L,23
48,BOX_WARD,3
48,MATTRESS,2
48,BED_FRAME,2
48,BOX_SPRING,1
48,DRESSER,3
48,NIGHTSTAND,5
48,COFFEE_TBL,1
48,END_TBL,2
48,SOFA_3S,1
48,DINING_TBL,1
48,DINING_CHAIR,6
48,BAR_STOOL,3
48,BOOKCASE,2
48,DESK,1
48,OFFICE_CHAIR,1
48,FRIDGE,1
48,WASHER,1
48,DRYER,1
48,DISHWASHER,1
48,TV_60,1
48,TV_40,1
48,MIRROR_L,1
48,LAMP,2
48,RUG,2
49,BOX_S,34
49,BOX_M,33
49,BOX_L,25
49,BOX_WARD,8
49,MATTRESS,1
49,BED_FRAME,1
49,BOX_SPRING,1
49,DRESSER,2
49,NIGHTSTAND,2
49,COFFEE_TBL,1
49,END_TBL,2
49,SOFA_3S,1
49,DINING_TBL,1
49,DINING_CHAIR,5
49,BAR_STOOL,3
49,BOOKCASE,3
49,DESK,1
49,OFFICE_CHAIR,2
49,FRIDGE,1
49,DISHWASHER,1
49,TV_40,3
49,MIRROR_L,1
49,LAMP,4
49,RUG,3
50,BOX_S,25
50,BOX_M,40
50,BOX_L,25
50,BOX_WARD,5
50,MATTRESS,1
50,BED_FRAME,1
50,DRESSER,1
50,NIGHTSTAND,1
50,COFFEE_TBL,1
50,END_TBL,2
50,SOFA_3S,1
50,DINING_TBL,1
50,DINING_CHAIR,9
50,BOOKCASE,1
50,DESK,1
50,OFFICE_CHAIR,1
50,FRIDGE,1
50,WASHER,1
50,DRYER,1
50,TV_60,2
50,TV_40,1
50,MIRROR_L,1
50,ART_L,1
50,LAMP,3
50,RUG,4
51,BOX_S,46
51,BOX_M,78
51,BOX_L,41
51,BOX_WARD,10
51,MATTRESS,3
51,BED_FRAME,3
51,BOX_SPRING,3
51,DRESSER,3
51,NIGHTSTAND,6
51,COFFEE_TBL,1
51,END_TBL,1
51,SOFA_3S,1
51,SECTIONAL,1
51,DINING_TBL,1
51,DINING_CHAIR,7
51,BAR_STOOL,3
51,BOOKCASE,1
51,DESK,1
51,OFFICE_CHAIR,2
51,FILE_CAB,1
51,FRIDGE,1
51,WASHER,1
51,DRYER,1
51,TV_60,1
51,TV_40,1
51,MIRROR_L,1
51,ART_L,2
51,LAMP,4
51,RUG,3
51,TREADMILL,1
52,BOX_S,28
52,BOX_M,66
52,BOX_L,35
52,BOX_WARD,5
52,MATTRESS,2
52,BED_FRAME,2
52,BOX_SPRING,2
52,DRESSER,2
52,NIGHTSTAND,5
52,END_TBL,3
52,SOFA_3S,1
52,DINING_TBL,1
52,DINING_CHAIR,5
52,BOOKCASE,1
52,DESK,1
52,OFFICE_CHAIR,1
52,FRIDGE,1
52,DISHWASHER,1
52,TV_60,2
52,TV_40,1
52,ART_L,2
52,LAMP,5
52,RUG,2
53,BOX_S,10
53,BOX_M,13
53,BOX_L,12
53,BOX_WARD,1
53,MATTRESS,1
53,BED_FRAME,1
53,BOX_SPRING,1
53,DRESSER,2
53,NIGHTSTAND,1
53,COFFEE_TBL,1
53,END_TBL,3
53,SOFA_3S,1
53,BOOKCASE,2
53,DESK,1
53,OFFICE_CHAIR,1
53,FRIDGE,1
53,TV_40,1
53,TV_60,2
53,LAMP,3
53,RUG,1
54,BOX_S,39
54,BOX_M,76
54,BOX_L,46
54,BOX_WARD,15
54,MATTRESS,3
54,BED_FRAME,3
54,BOX_SPRING,2
54,DRESSER,4
54,NIGHTSTAND,7
54,COFFEE_TBL,1
54,END_TBL,1
54,SOFA_3S,1
54,SOFA_2S,1
54,SECTIONAL,1
54,DINING_TBL,1
54,DINING_CHAIR,5
54,BAR_STOOL,3
54,BOOKCASE,3
54,OFFICE_CHAIR,1
54,FRIDGE,1
54,WASHER,1
54,DRYER,1
54,DISHWASHER,1
54,TV_60,1
54,TV_75,1
54,ART_L,2
54,LAMP,5
54,RUG,4
55,BOX_S,11
55,BOX_M,17
55,BOX_L,14
55,BOX_WARD,4
55,MATTRESS,1
55,BED_FRAME,1
55,BOX_SPRING,1
